"id","strat_name"
72215,"Moab"
72216,"Moab Tongue"
72217,"Mobridge"
72219,"Modoc Limestone"
72222,"Moffat Trail Limestone"
72223,"Mogollon Rim"
72224,"Mojado"
72229,"Monida"
72230,"Monitor Butte"
72231,"Monroe Creek Sandstone"
72233,"Monroe Creek"
72234,"Monrovian Park Latite"
72236,"Montana Mine"
72237,"Monte Cristo"
72239,"Monte Cristo Dolomite"
72240,"Montevideo Granite Gneiss"
72243,"Montoya Dolostone"
72245,"Monument Hill Bentonitic"
72247,"Moonshine Gulch Quartzite"
72248,"Moonstone"
72250,"Moorefield"
72252,"Moorman Ranch"
72253,"Moorman Ranch"
72254,"Moose"
72255,"Moppin Metavolcanics"
72256,"Moppin Complex"
72257,"Moqui"
72259,"Morapos Sandstone"
72260,"Morehouse Quartzite"
72262,"Morenci Shale"
72263,"Moreno Hill"
72266,"Morgan"
72268,"Morgan Creek Limestone"
72270,"Morgan School Shale"
72271,"Moriah Knoll Basalt"
72272,"Morita Ranch"
72274,"Moroni"
72276,"Morrill Limestone"
72279,"Morton Gneiss"
72280,"Morton Limestone"
72281,"Morton"
72282,"Mosby Sandstone"
72283,"Mosby Sandstone"
72284,"Moss Back"
72285,"Moss Porphyry"
72286,"Mossy Ridge Lentil"
72288,"Mound City Shale"
72289,"Mound City Shale"
72290,"Mound Valley Limestone"
72291,"Mount Aetna Quartz Monzonite Porphry"
72292,"Mount Antero Granite"
72294,"Mount Davis Volcanics"
72295,"Mount Evans Granodiorite"
72298,"Mount Locke"
72299,"Mount Lord Ignimbrite"
72300,"Mount Lord Volcanics"
72301,"Mount Morrison"
72302,"Mount Nelson"
72303,"Mount Owen Quartz Monzonite"
72304,"Mount Pablo"
72305,"Mount Pomeroy Quartz Monzonite"
72306,"Mount Princeton Quartz Monzonite"
72307,"Mount Rosa Granite"
72308,"Mount Scott Granite"
72309,"Mount Sheridan Gabbro"
72311,"Mount Shields"
72312,"Mount Tabor Shale"
72313,"Mount Vernon Canyon"
72315,"Mouse Creek"
72316,"Mowry Shale"
72317,"Mowry Shale"
72320,"Mowry"
72321,"Mowry"
72322,"Mowry"
72323,"Mowry"
72324,"Moya"
72326,"Moyers"
72328,"Mud Springs"
72329,"Mud Springs Mountain"
72330,"Muddy Buttes Sandstone"
72332,"Muddy Creek Volcanics"
72333,"Muddy Creek Beds"
72335,"Muddy Sandstone"
72336,"Muddy"
72338,"Mulatto Tongue"
72339,"Mulberry Wash"
72340,"Mulberry Wash Volcanics"
72342,"Muldoon Canyon"
72343,"Mule Ear Spring Tuff"
72345,"Muleshoe Volcanics"
72346,"Mulky Coal"
72347,"Mulky coal"
72348,"Mulky coal"
72349,"Mulky coal"
72350,"Mundy Breccia"
72351,"Munger Granite Porphyry"
72353,"Mural"
72354,"Murdock Breccia"
72355,"Murphy"
72356,"Music Mountain"
72357,"Muskrat Conglomerate"
72359,"Mutual"
72360,"Mutual Quartzite"
72361,"Myrick Station"
72362,"Myrick Station Limestone"
72363,"Myrick Station"
72364,"Naashoibito"
72365,"Naashoibito"
72366,"Naashoibito"
72368,"Nacatoch Sand"
72372,"Naco Limestone"
72374,"Naha"
72375,"Nahant Schist"
72376,"Nakaibito"
72378,"Nambe"
72380,"Nankoweap"
72381,"Naomi Peak Tongue"
72382,"Naomi Peak Limestone"
72383,"Napoleon Drift"
72384,"Nash"
72385,"Nash Fork"
72386,"Nathrop Volcanics"
72387,"Naturita"
72389,"Navajo Sandstone"
72390,"Navajoe Mountain BasaltSpilite"
72394,"Nebraska City Limestone"
72395,"Nebraska City Limestone"
72396,"Nebraska City Limestone"
72398,"Necessity Shale"
72399,"Necessity Shale"
72400,"Needle Siltstone"
72401,"Needle Siltstone"
72402,"Needle"
72403,"Needle Mountain Granodiorite"
72404,"Needle Peak Tuff"
72405,"Needles Range"
72408,"Nehawka Limestone"
72409,"Neihart Quartzite"
72410,"Nelson Mountain Tuff"
72411,"Nelson Ranch"
72412,"Nemo"
72414,"Neslen"
72418,"Neva Limestone"
72419,"Nevins Drift"
72423,"Newcastle Sandstone"
72424,"Newcastle Sandstone"
72425,"Newcastle Sandstone"
72426,"Newcastle"
72427,"Newett Limestone"
72429,"Newland"
72430,"Newman Lake Gneiss"
72432,"Neylandville Marl"
72435,"Nightingale"
72437,"Niobrara"
72439,"Niobrara Shale"
72441,"Niobrara Marl"
72442,"Niobrara Marl"
72443,"Niobrara"
72444,"Niobrara"
72445,"Niobrara"
72446,"Nipper"
72448,"Nishnabotna"
72449,"Nisku"
72450,"Nisku"
72451,"Nisku"
72453,"Nogal Peak Trachyte"
72454,"Nolia Volcanics"
72456,"Nopah Dolomite"
72457,"Nora"
72458,"Norfleet Limestone"
72459,"Norfleet Limestone"
72460,"Norfleet"
72461,"North Hogback Tongue"
72463,"North Park"
72464,"North Range"
72465,"North Shore"
72467,"Northwestern"
72470,"Nounan Dolomite"
72476,"Nunn"
72478,"Oak Canyon"
72479,"Oak Creek Sandstone"
72480,"Oak Creek Tuff"
72481,"Oak Springs Cliffs"
72482,"Oakley Shale"
72483,"Oakley Shale"
72484,"Oaks Shale"
72485,"Oaks Shale"
72486,"Oakville Sandstone"
72487,"Oatman Andesite"
72488,"Obsidian Creek"
72489,"Pedregosa"
72492,"Peerless"
72493,"Peerless Park"
72494,"Pella"
72495,"Pelona Latite"
72496,"Pembina"
72499,"Penistaja"
72503,"Pepper"
72504,"Pepper Shale"
72507,"Pequop"
72508,"Peralta Tuff"
72511,"Perdiz Conglomerate"
72512,"Perdiz Conglomerate"
72513,"Perilla"
72514,"Perkinsville"
72515,"Perry Farm Shale"
72516,"Perry Farm Shale"
72517,"Perry Farm"
72518,"Pescadero"
72519,"Pescado Tongue"
72520,"Peshtigo Monzonite"
72522,"Petan Basalt"
72523,"Petan Basalt"
72524,"Petan Trachyte"
72525,"Pete Gulch"
72529,"Pfeifer Shale"
72530,"Phantom Lake Metamorphic Suite"
72532,"Phillips"
72533,"Phonodoree"
72536,"Picard Shale"
72537,"Picard"
72538,"Picayune Megabreccia"
72539,"Piceance Creek Sandstone Tongue"
72540,"Piceance Creek Sandstone Tongue"
72543,"Picuris Tuff"
72544,"Piedra Lumbre"
72545,"Piedra Parada"
72546,"Piegan"
72547,"Pierce Canyon Redbeds"
72548,"Pierre Shale"
72550,"Pierson Point Shale"
72551,"Pikes Peak Granite"
72552,"Pilar"
72553,"Pilar Phyllite"
72554,"Pilar Phyllite"
72555,"Pilar Phyllite"
72556,"Pilcher Quartzite"
72559,"Pilgrim Dolostone"
72561,"Pilgrim Conglomerate"
72568,"Pilot Knob Felsite"
72570,"Pima Sandstone"
72572,"Pinal Schist"
72574,"Pine Butte"
72575,"Pine Canyon"
72576,"Pine Canyon Rhyolite"
72578,"Pine"
72580,"Pine River Quartzite Conglomerate"
72582,"Ochelata"
72584,"Ocotillo Silt"
72585,"Odanah"
72586,"Odee"
72588,"Odell Shale"
72591,"Ogle Till"
72592,"Ogle Till"
72593,"Ohio Creek"
72594,"Ohio Creek"
72595,"Ojinaga"
72596,"Ojito Creek Tuff"
72598,"Ojo Alamo"
72599,"Ojo Caliente Sandstone"
72600,"Ojo Encino"
72601,"Ojo Huelos"
72602,"OKBar Conglomerate"
72603,"Okay Limestone Lentil"
72604,"Okesa Sandstone"
72605,"Okesa Sandstone"
72607,"Olds"
72609,"Omadi Sandstone"
72613,"Oologah Limestone"
72614,"Oologah"
72615,"Oowala Sandstone"
72617,"Opeche Shale"
72618,"Open Door"
72623,"Oracle Granite"
72624,"Oran Sandstone"
72625,"Oran Sandstone"
72626,"Oran Sandstone"
72627,"Ordnance Plant"
72629,"Oread Limestone"
72631,"Oread Limestone"
72633,"Oreville"
72634,"Organ Rock Tongue"
72636,"Organ Rock"
72638,"Organ Rock Shale"
72639,"Orman Lake Limestone"
72640,"Ortega Quartzite"
72641,"Ortega"
72642,"Osage Springs"
72643,"Oscar"
72644,"Oscar"
72645,"Oscar Sandstone"
72646,"Osha Canyon"
72647,"Oso Ridge"
72649,"Ost Limestone"
72650,"Otero Mesa"
72651,"Otero Granite"
72652,"Otis"
72653,"Otis"
72654,"Otis"
72655,"Otowi"
72656,"Otter Creek Sandstone"
72659,"Otterville Limestone"
72660,"Otterville Limestone"
72662,"Overall Limestone"
72663,"Overall Limestone"
72664,"Overbrook Sandstone"
72665,"Overbrook"
72666,"Overbrook"
72667,"Overland Creek Gneiss"
72668,"Overton Conglomerate"
72669,"Owl Canyon"
72670,"Owl Rock"
72671,"Ox Frame Volcanics"
72673,"Oxbow Creek Basalt"
72675,"Ozan"
72677,"Pacheta"
72678,"Pacific Creek Tuff"
72680,"Packard Ranch"
72682,"Packsaddle Mountain Granodiorite"
72685,"Paducah"
72688,"Paguate Tongue"
72690,"Pahasapa"
72692,"Paine"
72693,"Paine"
72694,"Paine Limestone"
72696,"Pajarito Shale"
72697,"Pajarito"
72699,"Pakoon Limestone"
72700,"Pakoon Limestone"
72701,"Paliza Canyon"
72703,"Palms Quartzite"
72705,"Palo Pinto"
72707,"Palomas"
72708,"Palomas"
72709,"Paluxy"
72710,"Paluxy"
72711,"Paluxy Sand"
72713,"Pando Porphyry"
72715,"Pantera Trachyte"
72716,"Panther Tongue"
72717,"Panther Seep"
72719,"Paonia Shale"
72720,"Paonia Shale"
72723,"Paradox"
72725,"Pariott"
72726,"Paris Drift"
72727,"Paris Peak"
72728,"Paris Peak"
72730,"Park Shale"
72731,"Park Sandstone"
72734,"Park Creek Limestone"
72735,"Park Tuff"
72737,"Parkman Sandstone"
72738,"Parkman Sandstone"
72739,"Parkman Sandstone"
72740,"Parkman Sandstone"
72741,"Parkman Sandstone"
72742,"Parks"
72743,"Parks"
72744,"Parks Mountain Sandstone"
72745,"Parks Mountain Sandstone"
72748,"Parting"
72749,"Pass Creek Sandstone"
72750,"Pass Peak Conglomerate"
72752,"Passamari"
72753,"Passamari"
72754,"Patsy Mine Volcanics"
72755,"Patterson Ranch"
72756,"Pawhuska"
72757,"Pawhuska"
72760,"Pawnee Limestone"
72761,"Pawnee Limestone"
72765,"Paymaster"
72766,"Peanut Peak"
72767,"Pearce Volcanics"
72769,"Peavy Pond Complex"
72770,"Peay Sandstone"
72772,"Pecan Gap"
72773,"Pecos Complex"
72774,"Pedernal"
72775,"Pedernal Chert"
72776,"Pine Shadow"
72777,"Pine Valley Quartzite"
72778,"Pine Valley Latite"
72779,"Pine Valley Gravel"
72780,"Pinedale Till"
72783,"Pinicon Ridge"
72784,"Pinkard"
72786,"Pinkerton Trail Limestone"
72789,"Pioneer Shale"
72791,"Pioneer Quartzite"
72794,"Piper Limestone"
72795,"Piper"
72796,"Pippins Cemetery"
72797,"Pisgah"
72798,"Pistol Range"
72801,"Pitts Meadow Granodiorite"
72802,"Pittsburg"
72803,"Placer Creek"
72804,"Placid Shale"
72806,"Placid"
72808,"Plainview"
72809,"Planet Volcanics"
72811,"Platteville Dolomite"
72818,"Plattsmouth"
72819,"Plattsmouth Limestone"
72820,"Plattsmouth Limestone"
72821,"Playas Peak"
72822,"Pleasant View"
72824,"Pleasanton"
72825,"Plentywood"
72827,"Pluma"
72828,"Plumb Shale"
72830,"Plummer Shale"
72831,"Plummer Limestone"
72834,"Poe Evaporite"
72835,"Poe"
72837,"Pogonip"
72841,"Point Peak"
72844,"Pojoaque"
72845,"Poker Knoll Limestone"
72846,"Pokes Point Alloformation"
72847,"Pole Canyon"
72848,"Pole Creek Dacite"
72849,"Poleo Sandstone Lentil"
72850,"Poleslide"
72852,"Polk Creek"
72853,"Pollack Quartz Latite"
72854,"Polvadera"
72855,"Pond Ridge Rhyolite"
72857,"Pony Gneiss"
72858,"Pony"
72859,"Pony Creek Shale"
72860,"Pony Creek Shale"
72861,"Pony Creek Shale"
72863,"Pony Express Limestone"
72864,"Pony Spring"
72865,"Pool Creek"
72866,"Poorman"
72868,"Poplar Tank"
72869,"Popo Agie"
72871,"Popo Agie"
72874,"Porphyry Peak Rhyolite"
72875,"Portage Lake Volcanics"
72876,"Portage Lake Volcanics"
72877,"Portal"
72879,"Portneuf Limestone"
72880,"Portneuf Limestone"
72881,"Porvenir"
72882,"Post Oak Conglomerate"
72883,"Potash Sulfur Springs Igneous Complex"
72884,"Potato Canyon coal"
72885,"Potlatch Anhydrite"
72887,"Potosi Dolomite"
72889,"Potosi Dolomite"
72890,"Potosi"
72891,"Potter Creek coal"
72892,"Poverty Gulch Slate"
72894,"Powder River"
72895,"Powderhorn Granite"
72898,"Prairie Hollow"
72899,"Prairie Hollow Shale"
72900,"Prairie Hollow"
72901,"Prairie Mountain"
72902,"Prescott Granodiorite"
72903,"Presidio"
72905,"Preuss Redbeds"
72906,"Prewitt Sandstone"
72911,"Prickly Pear"
72912,"Priest Canyon"
72913,"Priest Canyon"
72915,"Priest River Complex"
72916,"Priest River"
72917,"Priest River"
72918,"Primrose Sandstone"
72919,"Primrose Sandstone"
72920,"Primrose"
72921,"Pringle Latite"
72922,"Proffit Mountain"
72925,"Promontory"
72927,"Provo"
72929,"Pruett"
72930,"Pryor Conglomerate"
72931,"Pryor Conglomerate"
72932,"Pryor"
72933,"Ptarmigan Chert"
72934,"Puddle Springs Arkose"
72936,"Pueblo Creek"
72937,"Pulpit Conglomerate"
72938,"Pumpkin Buttes"
72939,"Pumpkin Creek Limestone"
72940,"Pumpkin Creek Limestone"
72941,"Purcell"
72942,"Purcell Basalt"
72945,"Purple Mountain Pumice Breccia"
72947,"Putnam"
72949,"Puye"
72950,"Puye Gravel"
72951,"Puye"
72953,"Quadrant Quartzite"
72955,"Quadrant Sandstone"
72956,"Quail Porphyry"
72957,"Quajote"
72958,"Quanah Granite"
72959,"Quanah Granite"
72960,"Quapaw Limestone"
72961,"Quarry Peak Rhyolite Complex"
72962,"Sandy Creek Gabbro"
72965,"Sanpete"
72966,"Sans Sault"
72967,"Santa Anna Branch Shale"
72968,"Santa Anna Branch"
72969,"Santa Anna Branch Shale"
72970,"Santa Anna Shale"
72971,"Santa Catalina"
72972,"Santa Clara Pumice"
72975,"Santa Fe"
72976,"Santa Rita Limestone"
72977,"Santa Rosa Sandstone"
72979,"Santa Rosa"
72980,"Santa Rosa"
72981,"Santa Teresa Granite"
72982,"Santana Tuff"
72984,"Sappa"
72985,"Sappa"
72987,"Sappington"
72988,"Sappington Sandstone"
72989,"Sappington"
72992,"Saratoga"
72993,"Saratoga"
72995,"Sartell Gneiss"
72997,"Sasakwa Limestone"
72999,"Satan Tongue"
73001,"Satanka"
73002,"Satanka Shale"
73003,"Satanka"
73005,"Saude"
73006,"Saude"
73007,"Sauk Rapids Metamorphic Complex"
73009,"Savanna"
73010,"Savanna Sandstone"
73014,"Sawmill Canyon"
73016,"Sawtooth"
73017,"Scanlan Conglomerate"
73018,"Scanlan Conglomerate"
73019,"Scanlan Conglomerate"
73020,"Scenic"
73022,"Scenic Point"
73023,"Scheggs"
73024,"Scheggs"
73026,"Scherrer"
73027,"Schieffelin Granodiorite"
73029,"Schoolhouse"
73030,"Schoolhouse Tongue"
73032,"Schroyer"
73034,"Schultze Granite"
73035,"Schwertner"
73036,"Schwertner Limestone"
73040,"Scott Peak"
73042,"Scranton Shale"
73044,"Scranton Shale"
73045,"Seaman Ranch Shale"
73046,"Seaman Ranch Shale"
73049,"Sedwick Limestone"
73050,"Seegmiller Mountain Basalt"
73052,"Sego"
73053,"Sego Sandstone"
73056,"Selden Basalt"
73057,"Seligman"
73058,"Seligman Limestone"
73059,"Semilla Sandstone"
73060,"Seminoe"
73061,"Seminole"
73062,"Seminole Sandstone"
73065,"Senora"
73066,"Sentinel Butte"
73068,"Quartermaster"
73069,"Quartzite Peak Quartzite"
73072,"Queen City Sand"
73074,"Queen Hill Shale"
73075,"Queen Hill Shale"
73077,"Quiburis"
73078,"Quimbo Dolomite"
73081,"Quimbys Mill"
73082,"Quindaro Shale"
73083,"Quindaro Shale"
73084,"Quindaro Shale"
73086,"Ra Jadero Tuff"
73087,"Rabbit Ears Volcanics"
73089,"Rabbit Lake"
73090,"Rabbit Lake"
73092,"Racer Canyon Tuff"
73093,"Radnor Till"
73094,"Raft"
73095,"Raggedy Mountain Gabbro"
73096,"Rail Canyon Sandstone"
73097,"Railroad Canyon"
73099,"Rainvalley"
73100,"Rakes Creek Shale"
73101,"Ralston Buttes"
73104,"Ramey Ridge Complex"
73105,"Ramey Gravel"
73107,"Ramsey"
73109,"Ramshorn Slate"
73111,"Ranchester Limestone"
73112,"Ranchester Dolomite"
73113,"Rancho Rojo"
73116,"Rangely Tongue"
73117,"Ranger Limestone"
73119,"Ranger Marble"
73120,"Rapid"
73121,"Rapid"
73122,"Rapid Creek Greenstone"
73123,"Rapid Creek Greenstone"
73124,"Rat Creek Tuff"
73128,"Raul Canyon Basalt"
73129,"Rawley Andesite"
73130,"Rawls"
73131,"Rawls Basalt"
73132,"Rawls"
73133,"Rawls Basalt"
73134,"Razorback"
73135,"Reading"
73136,"Reading Limestone"
73137,"Reading Limestone"
73138,"Reading Limestone"
73139,"Reading Limestone"
73140,"Ready Pay"
73141,"Ready Pay"
73142,"Reagan Sandstone"
73144,"Reany Creek"
73145,"Reausaw Slate"
73148,"Reclamation"
73149,"Recreation Red Beds"
73150,"Red Bird Silty"
73151,"Red Bluff Granite"
73152,"Red Bluff Granite Complex"
73153,"Red Bluff"
73154,"Red Boy Rhyolite"
73156,"Red Butte Conglomerate"
73157,"Red Cliff"
73158,"Red Cliff"
73160,"Red Creek Complex"
73162,"Red Draw"
73163,"Red Gap"
73166,"Red Mountain Dacite"
73167,"Red Mountain Rhyodacite"
73168,"Red Mountains Rhyolite"
73170,"Red Peak"
73172,"Red Plume Quartzite"
73175,"Red River"
73176,"Red River Granite"
73177,"Red River Quartz Monzonite"
73178,"Red Tanks"
73180,"Redoak Hollow"
73181,"Redoak Hollow"
73182,"Redoak Hollow"
73183,"Redonda"
73184,"Redonda"
73185,"Redondo Creek"
73186,"Redskin Granite"
73188,"Redwall Marble"
73189,"Redwater Shale"
73190,"Redwater"
73192,"Regina"
73193,"Reinecker Ridge Volcanic"
73196,"Rendezvous Metagabbro"
73197,"Rendham Limestone"
73198,"Rendham Limestone"
73199,"Renegade Tongue"
73202,"Renova"
73203,"Reserve Shale"
73204,"Resolution Dolomite"
73205,"Retort Tongue"
73206,"Retort Phosphatic Shale"
73207,"Revard Sandstone"
73209,"Revett"
73211,"Rex Tongue"
73212,"Rexroad"
73213,"Reynolds"
73214,"Rhoda Creek"
73215,"Rhodes Canyon"
73216,"Rhodes Canyon"
73217,"Rhyolite Canyon Tuff"
73219,"Rice"
73221,"Richard Sandstone"
73223,"Ricker Sandstone"
73224,"Ricker Sandstone"
73225,"Ricker Conglomerate"
73227,"Ridge Farm Drift"
73229,"Riepe Spring Limestone"
73231,"Rierdon"
73232,"Rierdon Limestone"
73233,"Rife"
73234,"Rife"
73235,"Riggins"
73237,"Riley"
73238,"Rim Rock Sandstone"
73239,"Rimroad Gravel"
73240,"Rincon Limestone"
73241,"Rincon Valley Granodiorite"
73242,"Rincon Windmill"
73243,"Rinconada"
73244,"Rinconada"
73245,"Rinconada Schist"
73246,"Ringbone Shale"
73247,"Ringbone"
73248,"Rio Bonito"
73249,"Rio Salado Tongue"
73251,"Rising Bull"
73252,"Rising Wolf"
73253,"Rising Wolf"
73254,"Rita Blanca Beds"
73255,"Ritito Conglomerate"
73258,"Roadside"
73259,"Roaring Mountain"
73260,"Robbers Roost Gravel"
73261,"Roberts Creek"
73262,"Roberts Draw"
73263,"Robinson Limestone"
73264,"Robinson Limestone"
73265,"Robinson Quartzite"
73266,"Robinson Creek Tuff"
73267,"Roby Silt"
73269,"Roca Shale"
73270,"Rochelle Conglomerate"
73271,"Rochelle Conglomerate"
73272,"Rochford"
73273,"Rock Bluff Limestone"
73274,"Rock Bluff Limestone"
73275,"Rock Canyon Conglomerate"
73276,"Rock Grove"
73277,"Rock Hill Limestone"
73278,"Rock Hill Limestone"
73279,"Rock House Canyon Tuff"
73280,"Rock Knoll"
73281,"Rock Lake Shale"
73282,"Rock Lake Shale"
73283,"Rock Mountain Conglomerate"
73284,"Rock Point"
73285,"Rock Point"
73286,"Rock Point"
73289,"Rock Bedsprings Beds"
73290,"Rocky Cedar Creek Limestone Lentil"
73292,"Rocky Mountain"
73293,"Rocky Ridge Sandstone"
73294,"Rockyford Ash"
73295,"Rod Club Sandstone"
73296,"Rod Club"
73297,"Rod Club Sandstone"
73298,"Rodgers Shelter"
73299,"Roger Park Basaltic Breccia"
73300,"Rollins Sandstone"
73301,"Rollins Sandstone"
73303,"Roma Sandstone"
73304,"Romana Sandstone"
73305,"Romeroville Sandstone"
73307,"Roosville"
73308,"Roosville"
73310,"Root"
73311,"Rosebud"
73312,"Rosebud"
73313,"Rosita Andesite"
73314,"Rosita"
73316,"Ross Fork Limestone"
73317,"Roubaix"
73318,"Roubidoux Dolomite"
73319,"Roubidoux Dolomite"
73322,"Rough Mountain Conglomerate Lentil"
73323,"Rough Mountain Conglomerate"
73326,"Roughlock Siltstone"
73329,"Round Prairie"
73331,"Roundtop"
73333,"Roundtop"
73334,"Roundtop Mountain Greenstone"
73335,"Routt Plutonic Suite"
73336,"Silver Bell"
73338,"Silver Lake"
73339,"Silver Lake Shale"
73340,"Silver Lake Shale"
73342,"Silver Mountain Monzonite Porphyry"
73343,"Silver Plume Quartz Monzonite"
73344,"Silver Plume Granite"
73345,"Silvermine Granite"
73346,"Silverton Volcanics"
73348,"Simsboro"
73349,"Sinbad Limestone"
73350,"Singer Peak"
73351,"Singleshot"
73352,"Sinsinawa"
73353,"Sinsinawa"
73354,"Sinsinawa"
73356,"Sipe Springs"
73357,"Siphon Draw"
73358,"Sips Creek"
73359,"Sitgreaves Tuff"
73360,"Six Flags Limestone"
73361,"Sixmile Canyon"
73365,"Skull Creek Shale"
73368,"Skull Creek"
73369,"Skull Creek"
73370,"Skull Ridge"
73371,"Skunk Ranch Conglomerate"
73372,"Skunk Ranch"
73373,"Skyline Trail Conglomerate"
73374,"Slabtown Granite"
73375,"Slagle Trachyte"
73376,"Slater River"
73377,"Slaughter Creek"
73378,"Slaughterhouse"
73379,"Sleeping Lion"
73380,"Slick Rock"
73382,"Slim Buttes"
73384,"Sloan Canyon"
73386,"Sloane Peak"
73389,"Slough Creek Tuff"
73393,"Smiths"
73395,"Smithwick"
73396,"Smithwick"
73398,"Smoky Hill Shale"
73402,"Smugglers Pass"
73404,"Snake Hills"
73406,"Snake River Basalt"
73407,"Sneed Andesite"
73408,"Sneffels"
73409,"Snowcrest Granite"
73410,"Snowcrest Range"
73411,"Snowshoe Mountain Tuff"
73413,"Snowy Pass"
73414,"Snowy Pass"
73415,"Snowy Range"
73417,"Snyder Hill"
73418,"Snyder Hill"
73419,"Snyderville Shale"
73420,"Snyderville Shale"
73421,"Soap Creek Bentonite"
73422,"Soap Creek Bentonite"
73424,"Socorro Peak Rhyolite"
73425,"Sohare"
73427,"Servilleta Basalt"
73428,"Servilleta"
73429,"Servilleta"
73434,"Sevilleta Rhyolite"
73435,"Sewanee Peak Volcanics"
73436,"Sewemup"
73437,"Seymour"
73438,"Seymour"
73439,"Shadscale"
73440,"Shafter Limestone"
73441,"Shafter"
73444,"Shakopee Dolomite"
73446,"Shanghai Creek Shale"
73448,"Shannon Sandstone"
73449,"Shannon Sandstone"
73450,"Shannon Sandstone"
73451,"Shannon"
73452,"Shannon Sandstone"
73453,"Shannon Sandstone"
73454,"Sharon Springs"
73455,"Sharon Springs Shale"
73456,"Sharps"
73457,"Sharps"
73458,"Sharpsdale"
73460,"Shawnee"
73461,"Shea"
73465,"Sheep Creek"
73466,"Sheep Creek Ash"
73467,"Sheep Mountain Andesite"
73468,"Sheep Mountain"
73469,"Sheep Pasture"
73471,"Sheeprock"
73472,"Sheldon Limestone"
73473,"Sheldon Limestone"
73474,"Shell Rock"
73476,"Shell Rock Limestone"
73478,"Shelley Peak Tuff"
73479,"Shely"
73481,"Shepherd Mountain Rhyolite"
73482,"Sherman Granite"
73483,"Sherman Granite"
73484,"Sherven"
73486,"Shimer Gypsum"
73487,"Shimer Gypsum"
73488,"Shimer Dolomite"
73494,"Shnabkaib"
73495,"Shoal Creek Breccia"
73496,"Shongaloo"
73498,"Shooting Iron"
73500,"Short Creek Oolite"
73501,"Shotgun"
73502,"Shurtliff Sandstone"
73503,"Shurtz Sandstone Tongue"
73504,"Sierra Blanca Volcanics"
73505,"Sierra Blanca Igneous Complex"
73507,"Sierra Ladrones"
73508,"Sierra Madre Granite"
73509,"Sierrite Limestone"
73511,"Sil Murk"
73513,"Sillem"
73514,"Roxton Limestone"
73515,"Roxton Limestone"
73516,"Royal Gorge Rhyolite"
73518,"Ruin Granite"
73519,"Rulo Limestone"
73520,"Rulo Limestone"
73521,"Rulo Limestone"
73523,"Russell Mountain Rhyolite"
73524,"Rustler Canyon Basalt"
73526,"Rustler Limestone"
73527,"Rustler"
73528,"Rusty Beds"
73529,"Rusty Beds"
73530,"Ryan Spring"
73531,"S O Volcanics"
73532,"Saavedra"
73533,"Sacagawea Ridge Till"
73534,"Sacaton Quartz Latite"
73535,"Sacramento Porphyry"
73536,"Sacramento Hill Porphyry"
73538,"Saddle Bayou Lentil"
73539,"Saddle Creek Limestone"
73540,"Saddle Creek Limestone"
73541,"Saddlehorse Gypsum Lentil"
73542,"Safford Dacite"
73543,"Sage Breaks"
73544,"Sage Breaks"
73545,"Sage Breaks Shale"
73546,"Sage Creek"
73548,"Sage Valley Limestone"
73549,"Sage Valley Limestone"
73551,"Sage"
73552,"Sais Quartzite"
73554,"Salado Halite"
73555,"Salado"
73557,"Salem Point Shale"
73558,"Salem School Limestone"
73559,"Salem School Limestone"
73560,"Salesville Shale"
73561,"Salesville Shale"
73562,"Salesville"
73563,"Salinas Peak"
73564,"Saline"
73565,"Salitral Shale Tongue"
73567,"Sallyards Limestone"
73569,"Salt Fork"
73570,"Salt Grass"
73571,"Salt Grass Shale"
73572,"Salt Plain Siltstone"
73574,"Salt Plain"
73576,"Sam Creek Limestone"
73579,"San Andres"
73581,"San Angelo"
73582,"San Angelo Sandstone"
73583,"San Carlos Tuff"
73584,"San Isabel Granite"
73586,"San Juan Tuff"
73587,"San Juan"
73588,"San Juan Breccia"
73591,"San Pedro Arroyo"
73594,"San Saba"
73595,"San Vicente"
73596,"San Vicente Limestone"
73598,"San Ysidro"
73599,"Sanastee Sandstone"
73600,"Sanchez Sandstone"
73601,"Sand Branch"
73602,"Sand Butte"
73603,"Sand Canyon"
73604,"Sand Springs Basalt"
73606,"Sanders Basalt"
73608,"Sandia Granite"
73609,"Sandtrap Conglomerate"
73610,"Soldier Creek Shale"
73611,"Soldier Creek Shale"
73612,"Soldier Creek Shale"
73613,"Soldier Creek Shale"
73617,"Soledad Conglomerate"
73618,"Solitude Granite"
73619,"Solon"
73620,"Solon"
73621,"Solon Limestone"
73623,"Sonora Limestone"
73624,"Sonsela Sandstone"
73625,"Soudan IronBearing"
73626,"Soudan Iron"
73628,"Souris Valley Beds"
73629,"South Bend Limestone"
73630,"South Bend"
73631,"South Bosque"
73632,"South Bosque Marl"
73634,"South Canyon Tuff"
73635,"South Canyon Creek Dolomite"
73636,"South Canyon Creek"
73638,"South Creek"
73639,"South Crosby Peak"
73640,"South Flat"
73641,"South Fork Limestone"
73642,"South Fork Tuff"
73643,"South Heart"
73644,"South Mound Shale"
73645,"South Mound Shale"
73646,"South Mountains Granodiorite"
73648,"South Pass"
73650,"South Ridge Sandstone"
73652,"South Rim Volcanics"
73653,"Spaniard Limestone"
73655,"Sparta Sand"
73659,"Spears"
73661,"Speck Mountain"
73662,"Speck Mountain Limestone"
73664,"Speiser Shale"
73665,"Spence Tongue"
73666,"Spence Shale"
73667,"Spence Shale"
